"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / Thailand","Price / Thailand","Compare At Price / Thailand","Included / International","Price / International","Compare At Price / International","Status"
"polished-spacer-pink-stone","Polished Spacer, Pink Stone","<p style=""font-family: Inter, sans-serif;"">A polished silver band set with a single pink stone. Sits between charms to give them room.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Size:</strong> 3.6 x 9.8mm<br>
<strong>Weight:</strong> 1.50g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Spacers & Clips, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORPA0035","2","shopify","9","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0035-a.jpg","1","Polished Spacer, Pink Stone","FALSE","Polished Spacer, Pink Stone | Orloff of Denmark","A polished silver band set with a single pink stone.","","","","","","","","","","","","","","","g","","5.35","","","","","","","draft"
"polished-spacer-pink-stone","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0035-b.jpg","2","Polished Spacer, Pink Stone","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"polished-spacer-pink-stone","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0035-c.jpg","3","Polished Spacer, Pink Stone","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pink-enamel-spacer","Pink Enamel Spacer","<p style=""font-family: Inter, sans-serif;"">A slim silver ring finished in pale pink enamel. Sits between charms to give them room.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Silver Plating<br>
<strong>Size:</strong> 3.6 x 10.5mm<br>
<strong>Weight:</strong> 1.40g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Spacers & Clips, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORPA0094","1","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0094-a.jpg","1","Pink Enamel Spacer","FALSE","Pink Enamel Spacer | Orloff of Denmark","A slim silver ring finished in pale pink enamel.","","","","","","","","","","","","","","","g","","4.79","","","","","","","draft"
"pink-enamel-spacer","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0094-b.jpg","2","Pink Enamel Spacer","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"lilac-daisy-spacer","Lilac Daisy Spacer","<p style=""font-family: Inter, sans-serif;"">Daisies in lilac and white enamel with clear stone centres, set around a silver ring.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Size:</strong> 5.1 x 10.2mm<br>
<strong>Weight:</strong> 1.50g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Spacers & Clips, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORPA0097","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0097-a.jpg","1","Lilac Daisy Spacer","FALSE","Lilac Daisy Spacer | Orloff of Denmark","Daisies in lilac and white enamel with clear stone centres, set around a silver ring.","","","","","","","","","","","","","","","g","","5.57","","","","","","","draft"
"lilac-daisy-spacer","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0097-b.jpg","2","Lilac Daisy Spacer","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dragonfly-clip-blue-enamel","Dragonfly Clip, Blue Enamel","<p style=""font-family: Inter, sans-serif;"">A silver dragonfly with pale blue enamel wings. Clips grip the chain, so your charms stay where you put them.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Size:</strong> 8.2 x 10.3mm<br>
<strong>Weight:</strong> 1.50g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Spacers & Clips, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORPA0107","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0107-a.jpg","1","Dragonfly Clip, Blue Enamel","FALSE","Dragonfly Clip, Blue Enamel | Orloff of Denmark","A silver dragonfly with pale blue enamel wings.","","","","","","","","","","","","","","","g","","5.50","","","","","","","draft"
"dragonfly-clip-blue-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0107-b.jpg","2","Dragonfly Clip, Blue Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dragonfly-clip-blue-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0107-c.jpg","3","Dragonfly Clip, Blue Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"starry-night-spacer-blue-enamel","Starry Night Spacer, Blue Enamel","<p style=""font-family: Inter, sans-serif;"">Deep blue enamel with silver stars and a crescent moon.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Size:</strong> 4.1 x 9.8mm<br>
<strong>Weight:</strong> 1.23g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Spacers & Clips, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORPA0123","1","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0123-a.jpg","1","Starry Night Spacer, Blue Enamel","FALSE","Starry Night Spacer, Blue Enamel | Orloff of Denmark","Deep blue enamel with silver stars and a crescent moon.","","","","","","","","","","","","","","","g","","4.39","","","","","","","draft"
"starry-night-spacer-blue-enamel","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0123-b.jpg","2","Starry Night Spacer, Blue Enamel","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"butterfly-clip-red-stone","Butterfly Clip, Red Stone","<p style=""font-family: Inter, sans-serif;"">A butterfly set with clear stones beside an oval red stone. Clips grip the chain, so your charms stay where you put them.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Size:</strong> 3.8 x 11.1mm<br>
<strong>Weight:</strong> 1.63g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Spacers & Clips, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORPA0132","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0132-a.jpg","1","Butterfly Clip, Red Stone","FALSE","Butterfly Clip, Red Stone | Orloff of Denmark","A butterfly set with clear stones beside an oval red stone.","","","","","","","","","","","","","","","g","","5.46","","","","","","","draft"
"butterfly-clip-red-stone","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0132-b.jpg","2","Butterfly Clip, Red Stone","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"butterfly-clip-red-stone","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0132-c.jpg","3","Butterfly Clip, Red Stone","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tulip-spacer-pink-stone","Tulip Spacer, Pink Stone","<p style=""font-family: Inter, sans-serif;"">Oxidized tulips with a pink stone at the bud, set around a polished silver ring.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Size:</strong> 3.5 x 9.2mm<br>
<strong>Weight:</strong> 0.95g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Spacers & Clips, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORPA0142","1","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0142-a.jpg","1","Tulip Spacer, Pink Stone","FALSE","Tulip Spacer, Pink Stone | Orloff of Denmark","Oxidized tulips with a pink stone at the bud, set around a polished silver ring.","","","","","","","","","","","","","","","g","","3.77","","","","","","","draft"
"tulip-spacer-pink-stone","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0142-b.jpg","2","Tulip Spacer, Pink Stone","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tulip-spacer-pink-stone","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0142-c.jpg","3","Tulip Spacer, Pink Stone","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"butterfly-spacer-clear-stones","Butterfly Spacer, Clear Stones","<p style=""font-family: Inter, sans-serif;"">Two oxidized butterflies with clear stones, set around a polished silver ring.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Size:</strong> 3.5 x 9.2mm<br>
<strong>Weight:</strong> 0.93g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Spacers & Clips, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORPA0147","1","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0147-a.jpg","1","Butterfly Spacer, Clear Stones","FALSE","Butterfly Spacer, Clear Stones | Orloff of Denmark","Two oxidized butterflies with clear stones, set around a polished silver ring.","","","","","","","","","","","","","","","g","","3.75","","","","","","","draft"
"butterfly-spacer-clear-stones","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0147-b.jpg","2","Butterfly Spacer, Clear Stones","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"butterfly-spacer-clear-stones","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0147-c.jpg","3","Butterfly Spacer, Clear Stones","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"scroll-spacer-oxidized-silver","Scroll Spacer, Oxidized Silver","<p style=""font-family: Inter, sans-serif;"">A repeating scroll pattern in oxidized silver on a polished band.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Size:</strong> 3.5 x 9.2mm<br>
<strong>Weight:</strong> 0.90g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Spacers & Clips, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORPA0149","1","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0149-a.jpg","1","Scroll Spacer, Oxidized Silver","FALSE","Scroll Spacer, Oxidized Silver | Orloff of Denmark","A repeating scroll pattern in oxidized silver on a polished band.","","","","","","","","","","","","","","","g","","3.62","","","","","","","draft"
"scroll-spacer-oxidized-silver","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0149-b.jpg","2","Scroll Spacer, Oxidized Silver","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"scroll-spacer-oxidized-silver","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA0149-c.jpg","3","Scroll Spacer, Oxidized Silver","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"polished-dome-spacer","Polished Dome Spacer","<p style=""font-family: Inter, sans-serif;"">A plain polished dome in 925 sterling silver. Sits between charms to give them room.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver<br>
<strong>Size:</strong> 3.3 x 8.6mm<br>
<strong>Weight:</strong> 1.10g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Spacers & Clips, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORPA034","1","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA034-a.jpg","1","Polished Dome Spacer","FALSE","Polished Dome Spacer | Orloff of Denmark","A plain polished dome in 925 sterling silver.","","","","","","","","","","","","","","","g","","4.66","","","","","","","draft"
"polished-dome-spacer","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA034-b.jpg","2","Polished Dome Spacer","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"polished-dome-spacer","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORPA034-c.jpg","3","Polished Dome Spacer","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"snake-chain-bracelet","Snake Chain Bracelet","<p style=""font-family: Inter, sans-serif;"">A 17cm snake chain in 925 sterling silver with a round clasp set with clear stones. Rhodium plated.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Stone:</strong> White CZ<br>
<strong>Length:</strong> 17cm<br>
<strong>Weight:</strong> 13.16g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Takes all Orloff charms.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Bracelet","Line A, Charm Bracelet, 925 Silver","FALSE","Size","17cm","","","","","ORCBB01-17","13","shopify","44","deny","manual","89","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCBB01-17-a.jpg","1","Snake Chain Bracelet","FALSE","Snake Chain Bracelet, 17cm | Orloff of Denmark","A 17cm snake chain in 925 sterling silver with a round clasp set with clear stones.","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCBB01-17-a.jpg","g","","22.15","","","","","","","draft"
